,file,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細
58,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1102939_4_f.pdf,アンゴラ,2023,アンゴラ事務所,,1080000000.0,757000000.0,2013-02-01,2018-01-16,2013-08-01,2019-08-01,60.0,73.0,高い,やや低い,高い,高い,高い,70.0,121.0,やや低い,,,高い,,技協,農業一般,稲作開発プロジェクト,1,アフリカ,南部アフリカ
59,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1260200_4_f.pdf,アンゴラ,2022,中央開発株式会社,余川達郎,1698000000.0,1658000000.0,2017-02-01,2019-02-01,2017-05-01,2019-05-01,25.0,25.0,高い,やや低い,高い,高い,非常に高い,98.0,100.0,高い,,,非常に高い,,無償,港湾,ナミベ港改修計画,1,アフリカ,南部アフリカ
60,https://www2.jica.go.jp/ja/evaluation/pdf/2022_201502526_4_f.pdf,アンゴラ,2022,アンゴラ事務所,,270000000.0,250000000.0,2017-04-01,2018-07-31,2017-06-01,2019-01-01,16.0,19.0,高い,やや低い,やや低い,やや低い,高い,93.0,119.0,やや低い,,,一部課題がある,,技協,電力,電力開発計画策定能力向上プロジェクト,1,アフリカ,南部アフリカ
61,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960500_4_f.pdf,アンティグア・バーブーダ,2014,アイ・シー・ネット株式会社,オレニコブ麻紀子、宇田川和夫,1340000000.0,1286000000.0,2009-06-01,2011-06-01,2009-06-01,2011-07-01,24.0,25.0,中程度,,低い,低い,中程度,96.0,104.0,低い,,,低い,,無償,水産,バーブーダ島零細漁業施設整備計画,1,中南米,カリブ海
62,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460780_4_f.pdf,アンティグア・バーブーダ,2021,セントルシア事務所,,584000000.0,554000000.0,2015-06-11,2016-12-20,2015-06-11,2016-11-17,18.0,17.0,高い,,中程度,中程度,高い,95.0,94.0,中程度,,,高い,,無償,水産,水産関連機材整備計画,1,中南米,カリブ海
63,https://www2.jica.go.jp/ja/evaluation/pdf/2018_IQ-P1_4_f.pdf,イラク,2018,オクタヴィアジャパン株式会社,伊藤解子,34655000000.0,30894000000.0,2008-01-01,2010-09-21,2008-01-01,2016-05-01,33.0,101.0,高い,,高い,高い,中程度,89.0,306.0,中程度,,,高い,,有償,港湾,港湾セクター復興事業,1,アジア,西アジア
64,https://www2.jica.go.jp/ja/evaluation/pdf/2021_IQ-P2_4_f.pdf,イラク,2021,株式会社アイツーアイ・コミュニケーション,冨田まさみ,12685000000.0,9389000000.0,2008-01-01,2012-06-19,2008-01-01,2017-12-01,54.0,120.0,高い,高い,やや低い,やや低い,やや低い,74.0,222.0,やや低い,JICAは詳細な調査を実施の上、ドナーとして適切な監理体制を取った結果、実施機関が事業実施中に直面した、入札・契約手続き上の問題の解決や事業の更なる遅延の回避につながった。,UNDPによるモニタリング、フォローアップ、コンサルテーションが本事業実施の円滑化に貢献したとともに、これがなければ事業期間はさらに延長した可能性もあり、治安面でも事業実施が困難なイラクにおける、付加価値のある取り組みであったと考えられる。,一部課題がある,,有償,農業土木,灌漑セクターローン,1,アジア,西アジア
65,https://www2.jica.go.jp/ja/evaluation/pdf/2021_IQ-P4_4_f.pdf,イラク,2021,株式会社アイツーアイ・コミュニケーション,原口孝子,4473000000.0,4430000000.0,2008-01-01,2012-10-12,2008-01-01,2018-05-01,58.0,125.0,高い,高い,高い,高い,やや低い,99.0,216.0,高い,,,非常に高い,,有償,道路,サマーワ橋梁・道路建設事業,1,アジア,西アジア
66,https://www2.jica.go.jp/ja/evaluation/pdf/2022_IQ-P8_4_f.pdf,イラク,2022,株式会社グローバル・グループ 21 ジャパン,薗田元,43948000000.0,39653000000.0,2008-01-01,2012-10-19,2008-01-01,2019-09-01,58.0,141.0,['高い'],['高い'],['高い'],['高い'],['やや低い'],,243.0,['高い'],,特になし,非常に高い,実績のプロジェクトコストは、一般管理費・用地取得費・税金を除く合計金額です。,有償,電力,電力セクター復興事業,1,アジア,西アジア
67,https://www2.jica.go.jp/ja/evaluation/pdf/2023_IQ-P3_4_f.pdf,イラク,2023,株式会社アイツーアイ・コミュニケーション,原口孝子,42198000000.0,46954000000.0,2008-01-01,2012-12-19,2008-01-01,2021-06-01,60.0,162.0,高い,高い,高い,高い,やや低い,111.0,270.0,非常に高い,,,非常に高い,,有償,電力,アルムサイブ火力発電所改修事業,1,アジア,西アジア
68,https://www2.jica.go.jp/ja/evaluation/pdf/2023_IQ-P6_4_f.pdf,イラク,2023,株式会社アイツーアイ・コミュニケーション,冨田まさみ,22997000000.0,23212000000.0,2008-01-01,2021-09-09,2008-01-01,2021-06-01,54.0,162.0,高い,高い,やや低い,やや低い,非常に高い,85.0,98.0,高い,,,高い,一部未完（一次改質炉対流部管状熱交換器の据付が未了）,有償,化学工業,コール・アルズベール肥料工場改修事業,1,アジア,西アジア
69,https://www2.jica.go.jp/ja/evaluation/pdf/2021_IQ-P10_4_f.pdf,イラク,2021,株式会社メトリクスワークコンサルタンツ,石本樹里/西野宏/野本綾子,19861000000.0,11923000000.0,2008-09-01,2018-04-13,2008-08-01,2018-08-01,116.0,121.0,高い,高い,高い,高い,高い,60.0,104.0,高い,実施機関からの同意要請や問い合わせに対し JICAから適時の対応が行われ、事業の円滑な実施につながった。また、UNDP はクルド地域に拠点を持ち、電力セクターの支援を長年行ってきた経験を有することから、円借款の円滑な実施のために UNDP にコンサルティングサービスを委託することとなった。長年 RMEK を支援してきた経緯も踏まえ、本事業でのコンサルタントとして、事業全期間を通じて、調達支援、実施支援、技術支援、財務管理、技術移転（電力品質や運営・維持管理にかかるトレーニング）、環境モニタリング等で重要な役割を果たした。,,非常に高い,,有償,電力,クルド地域電力セクター復興事業,1,アジア,西アジア
70,https://www2.jica.go.jp/ja/evaluation/pdf/2023_201003396_4_f.pdf,イラク,2023,イラク事務所,,160000000.0,238000000.0,2011-07-01,2014-11-04,2011-08-01,2015-07-01,41.0,48.0,高い,高い,高い,高い,やや低い,149.0,117.0,やや低い,,,高い,,技協,農業一般,食糧自給のための小麦生産性改善プロジェクト,1,アジア,西アジア
71,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1003676_4_f.pdf,イラク,2021,イラク事務所,,480000000.0,702000000.0,2011-08-01,2016-08-01,2011-08-01,2016-08-01,60.0,61.0,高い,やや低い,低い,低い,高い,146.0,100.0,低い,,,低い,,技協,農業一般,クルド地域園芸技術改善・普及プロジェクト,1,アジア,西アジア
72,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1100423_4_f.pdf,イラク,2021,イラク事務所,,252000000.0,382000000.0,2012-03-01,2015-03-02,2012-04-01,2015-03-01,37.0,36.0,高い,高い,高い,高い,やや低い,152.0,97.0,やや低い,本事業はイラクの治安情勢が頻繁に変化する中で実施されたため、JICA は、関係者の安全確保と事業目的達成のため、実施機関や JICA 専門家と事業活動にかかる協議を慎重に行った。また、イラクの治安情勢が不安定であったため、計画変更を余儀なくされたが、JICA 専門家は C/P や関係者とコミュニケーションをとりながら、事業目的達成のために、事業内容の調整に懸命に努めた。,,高い,,技協,農業一般,灌漑用水効率的利用のための水利組合普及プロジェクト,1,アジア,西アジア
73,https://www2.jica.go.jp/ja/evaluation/pdf/2022_IQ-P17_4_f.pdf,イラク,2022,株式会社アイツーアイ・コミュニケーション,冨田まさみ,12821000000.0,12170000000.0,2012-10-01,2016-05-21,2012-10-01,2021-12-01,44.0,111.0,高い,やや低い,高い,高い,やや低い,95.0,252.0,高い,,,非常に高い,,有償,通信・放送一般,主要都市通信網整備事業,1,アジア,西アジア
74,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1400762_4_f.pdf,イラク,2023,イラク事務所,,230000000.0,205000000.0,2016-04-01,2018-01-05,2016-04-01,2018-05-01,21.0,25.0,高い,やや低い,やや低い,やや低い,高い,89.0,118.0,高い,,,高い,,技協,環境問題,国家油流出事故対策計画策定プロジェクト,1,アジア,西アジア
75,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1200458_4_f.pdf,イラク,2018,イラク事務所,,300000000.0,328000000.0,,,2013-08-01,2015-12-01,26.0,29.0,高い,,中程度,中程度,中程度,109.0,112.0,中程度,,,一部課題がある,,技協,港湾,港湾セクターマスタープラン策定プロジェクト,1,アジア,西アジア
76,https://www2.jica.go.jp/ja/evaluation/pdf/2010_IN-P2_4_f.pdf,イラン,2010,グローバル・グループ21ジャパン,昌谷泉,46108000000.0,45955000000.0,1993-06-01,2000-12-24,2000-10-01,2004-12-01,125.0,191.0,高い,,高い,高い,中程度,58.0,152.0,高い,,,非常に高い,,有償,電力,カルン第四水力発電所建設事業（2）,1,アジア,西アジア
77,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1002848_4_f.pdf,イラン,2018,イラン事務所,,690000000.0,790000000.0,2006-11-01,2009-04-06,2012-04-01,2015-10-01,64.0,84.0,高い,,高い,高い,中程度,108.0,137.0,中程度,,,高い,,技協,気象・地震,テヘラン地震災害軽減プロジェクト,1,アジア,西アジア
78,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0603928_4_f.pdf,イラン,2013,イラン事務所,,265740740.74074072,287000000.0,2007-07-01,2010-12-01,2007-07-01,2010-12-01,42.0,42.0,高い,,中程度,中程度,中程度,108.0,100.0,中程度,,,一部課題がある,,技協,職業訓練,職業訓練管理強化プロジェクト,1,アジア,西アジア
79,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0702186_4_f.pdf,イラン,2017,イラン事務所,,500000000.0,417000000.0,2009-01-01,2014-01-01,2009-01-01,2014-01-01,60.0,60.0,高い,,高い,高い,高い,83.0,100.0,中程度,,,非常に高い,,技協,農業一般,ゴレスタン州住民参加型農業開発促進プロジェクト,1,アジア,西アジア
80,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0901259_4_f.pdf,イラン,2020,イラン事務所,,361000000.0,660000000.0,2010-07-01,2015-06-08,2010-07-01,2016-12-01,60.0,78.0,高い,高い,高い,高い,低い,183.0,130.0,中程度,,,一部課題がある,,技協,林業・森林保全,チャハールマハール・バフティヤーリ州参加型森林・草地管理プロジェクト,1,アジア,西アジア
81,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1002478_4_f.pdf,イラン,2016,イラン事務所,,280000000.0,278000000.0,,,2011-10-01,2014-03-01,,28.0,高い,,高い,高い,中程度,99.0,104.0,中程度,,,高い,,技協,環境問題,石油災害に対する緊急対応体制整備計画,1,アジア,西アジア
82,https://www2.jica.go.jp/ja/evaluation/pdf/2012_ID-P53_4_f.pdf,インド,2012,株式会社かいはつマネジメント・コンサルティング,大石美佐,28305000000.0,41452000000.0,1988-12-01,1995-12-25,1988-12-01,2008-06-01,85.0,235.0,高い,,高い,高い,低い,146.0,276.0,高い,,,高い,,有償,電力,ガトガール揚水発電所建設事業,1,アジア,南アジア
83,https://www2.jica.go.jp/ja/evaluation/pdf/2016_ID-P98_4_f.pdf,インド,2016,アイ・シー・ネット株式会社,大西由美子・笹尾隆二郎,62061000000.0,57238000000.0,1994-07-01,2003-03-01,1995-02-01,2008-02-01,105.0,157.0,高い,,高い,高い,中程度,56.0,150.0,高い,,,非常に高い,,有償,電力,プルリア揚水発電所建設事業（I）,1,アジア,南アジア
84,https://www2.jica.go.jp/ja/evaluation/pdf/2015_ID-P109_4_f.pdf,インド,2015,EY 新日本サステナビリティ株式会社,高橋久恵,33474000000.0,36253000000.0,1996-01-01,2001-12-10,1996-01-01,2005-05-01,72.0,113.0,高い,,高い,高い,低い,108.0,157.0,高い,,,高い,,有償,上水道、下水道,バンガロール市上下水道整備事業,1,アジア,南アジア
85,https://www2.jica.go.jp/ja/evaluation/pdf/2011_ID-P153_4_f.pdf,インド,2011,OPMAC 株式会社,宮崎慶司・藤原純子,52968000000.0,47541000000.0,1996-01-01,2004-09-13,1996-01-01,2005-11-01,105.0,119.0,高い,,高い,,中程度,89.8,113.0,高い,,,非常に高い,被援助国負担額は計画時の内貨分を記載。実績の内貨分は本文中に特定が困難であったとの記載あり。,有償,電力,ダウリガンガ水力発電所建設事業（III）,1,アジア,南アジア
86,https://www2.jica.go.jp/ja/evaluation/pdf/2014_ID-P155_4_f.pdf,インド,2014,OPMAC 株式会社,藤原純子,29875000000.0,24312000000.0,1996-01-01,2003-06-15,1996-01-01,2007-05-01,90.0,137.0,高い,,高い,高い,中程度,81.0,152.0,中程度,,,高い,本評価はクルヌール・クダッパ水路近代化事業(I)と(II)を一体として評価したものである。コストと期間も両事業を合算したものを記載している。,有償,農業土木,クルヌール・クダッパ水路近代化事業（II）,1,アジア,南アジア
87,https://www2.jica.go.jp/ja/evaluation/pdf/2011_ID-P111_4_f.pdf,インド,2011,一般財団法人国際開発機構,高木桂一,6338000000.0,5663000000.0,1996-01-01,2003-02-11,1996-01-01,2010-02-01,87.0,172.0,高い,,高い,高い,中程度,89.3,198.0,中程度,,,高い,,有償,総合地域開発計画、林業・森林保全,アタパディ地域環境保全総合開発事業,1,アジア,南アジア
88,https://www2.jica.go.jp/ja/evaluation/pdf/2010_ID-P151_4_f.pdf,インド,2010,財団法人国際開発高等教育機構,"高木桂一, 林代至未",277951000000.0,241881000000.0,1997-02-01,2006-11-11,1997-02-01,2006-11-11,110.0,118.0,高い,,中程度,,高い,98.0,100.0,高い,,,非常に高い,,有償,鉄道,デリー高速輸送システム建設事業（5）,1,アジア,南アジア
89,https://www2.jica.go.jp/ja/evaluation/pdf/2011_ID-P143_4_f.pdf,インド,2011,OPMAC 株式会社,宮崎慶司・藤原純子,14214000000.0,12736000000.0,1997-02-01,2001-08-22,1997-02-01,2009-10-01,55.0,153.0,高い,,高い,,中程度,47.3,278.0,高い,,,非常に高い,本評価は事業(I)と(II)を一体として実施されているため、評価・期間等の項目は共通の値を記載。コストは期ごとの円借款承諾額・実行額を記載。,有償,電力,西ベンガル州送電網整備事業（II）,1,アジア,南アジア
