,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,プロジェクト期,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時,プロジェクトコスト_実績,プロジェクトコスト_被援助国負担額,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクトコスト_被援助国負担額_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,file,事業形態,分野,案件名,left_4,連番
2146,2146,2146.0,2146.0,2,アフリカ開発銀行,2015,アイ・シー・ネット株式会社,庄智之/荻本洋子/笹尾隆二郎,"32,100百万円","32,100百万円",,32100000000,32100000000,,2008年9月,2010年10月,2008年9月,2010年3月,26,19,高い,,高い,高い,高い,100%,73%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_BAD-P2_4_f.pdf,有償,その他,アフリカの民間セクター開発のための共同イニシアティブの下での民間セクター支援融資（II）,アフリカ,5
2147,2147,2147.0,2147.0,3,アフリカ開発銀行,2015,アイ・シー・ネット株式会社,庄智之/荻本洋子/笹尾隆二郎,"8,440百万円","8,400百万円",,8440000000,8400000000,,2011年10月,2013年10月,2011年10月,2013年10月,25,25,高い,,高い,高い,高い,99.5%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_BAD-P2_4_f.pdf,有償,その他,アフリカの民間セクター開発のための共同イニシアティブの下での民間セクター支援融資（II）,アフリカ,4
2142,2142,2142.0,2142.0,1,アフリカ開発銀行,2015,アイ・シー・ネット株式会社,庄智之/荻本洋子/笹尾隆二郎,"11,500百万円","11,491百万円",,11500000000,11491000000,,2007年2月,2009年3月,2007年2月,2008年10月,26,21,高い,,高い,高い,高い,99.9%,81%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_BAD-P3_4_f.pdf,有償,その他,アフリカの民間セクター開発のための共同イニシアティブの下での民間セクター支援融資（III）,アフリカ,3
2143,2143,2143.0,2143.0,2,アフリカ開発銀行,2015,アイ・シー・ネット株式会社,庄智之/荻本洋子/笹尾隆二郎,"32,100百万円","32,100百万円",,32100000000,32100000000,,2008年9月,2010年10月,2008年9月,2010年3月,26,19,高い,,高い,高い,高い,100%,73%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_BAD-P3_4_f.pdf,有償,その他,アフリカの民間セクター開発のための共同イニシアティブの下での民間セクター支援融資（III）,アフリカ,2
2144,2144,2144.0,2144.0,3,アフリカ開発銀行,2015,アイ・シー・ネット株式会社,庄智之/荻本洋子/笹尾隆二郎,"8,440百万円","8,400百万円",,8440000000,8400000000,,2011年10月,2013年10月,2011年10月,2013年10月,25,25,高い,,高い,高い,高い,99.5%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_BAD-P3_4_f.pdf,有償,その他,アフリカの民間セクター開発のための共同イニシアティブの下での民間セクター支援融資（III）,アフリカ,1
1146,1146,1146.0,1146.0,1,アルジェリア,2012,中東・欧州部,,200百万円,260百万円,"381,000 ユーロ",200000000,260000000,49530000,2005年12月,2008年11月,2005年12月,2008年11月,36,36,高い,,高い,高い,中程度,130%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0604322_4_f.pdf,技協,環境問題,アルジェリア環境モニタリングキャパシティ・ディベロップメントプロジェクト,アルジェ,1
3021,0,,,1,アルジェリア,2012,中東・欧州部,,594百万円,590百万円,,594000000,590000000,,2006年3月,,2006年3月,2008年2月,19,24,高い,,中程度,中程度,中程度,99%,125%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0607900_4_f.pdf,無償,水産,漁業養殖技術学院訓練機材整備計画,漁業養殖,1
2061,2061,2061.0,2061.0,1,アルジェリア,2012,早稲田大学,大門毅,"2,128百万円","3,180百万円",,2128000000,3180000000,,2004年12月,2008年4月,2005年6月,2011年8月,41,75,高い,,高い,高い,低い,149%,182%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_AL-P8_4_f.pdf,有償,教育,教育セクター震災復興事業,教育セク,1
1145,1145,1145.0,1145.0,1,アルジェリア,2020,チュニジア事務所,,309百万円,338百万円,,309000000,338000000,,2010年11月,2015年12月,2010年11月,2015年12月,62,62,高い,,高い,高い,中程度,125%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1000526_4_f.pdf,技協,新・再生エネルギー,サハラを起点とするソーラーブリーダー研究開発,サハラを,1
674,674,674.0,674.0,1,アルゼンチン,2011,アルゼンチン事務所,,,584百万円,0.34 百万ペソ,,584000000,,2001年3月,2005年2月,2001年3月,2005年2月,48,48,高い,,高い,高い,中程度,142%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0603305_4_f.pdf,技協,鉱業,先進的地質リモートセンシング,先進的地,1
673,673,673.0,673.0,1,アルゼンチン,2011,アルゼンチン事務所,,,273百万円,,,273000000,,2004年4月,2007年3月,2004年4月,2007年3月,36,36,高い,,高い,高い,中程度,109%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0603318_4_f.pdf,技協,林業・森林保全,イグアス地域自然環境保全計画プロジェクト,イグアス,1
672,672,672.0,672.0,1,アルゼンチン,2021,株式会社グローバル・グループ 21 ジャパン,薗田元,340百万円,341百万円,アルゼンチン: 80万USD、チリ: 4.8万USD,340000000,341000000,127200000,2013年4月,2018年3月,2013年4月,2018年3月,60,60,高い,やや低い,やや低い,やや低い,やや低い,100%,100%,やや低い,該当なし,特になし,一部課題がある,プロジェクト目標は部分的に達成。大気環境リスク管理システムのうち、Geo Aerosolは未完成。,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1200538_4_f.pdf,技協,環境問題,南米における大気環境リスク管理システムの開発プロジェクト,南米にお,1
3053,0,,,1,アルバニア,2014,バルカン事務所,,718百万円,507百万円,,718000000,507000000,,2009年12月,2011年11月,2009年12月,2012年5月,24,29,高い,,中程度,中程度,中程度,71%,123%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0961050_4_f.pdf,無償,保健・医療,救急医療機材改善計画,救急医療,1
1222,1222,1222.0,1222.0,1,アルバニア,2016,バルカン事務所,,210百万円,203百万円,,210000000,203000000,,,,2011年6月,2013年1月,,20,高い,,高い,高い,中程度,97%,118%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1000689_4_f.pdf,技協,開発計画一般,ティラナ市都市インフラ近代化プロジェクト,ティラナ,1
1221,1221,1221.0,1221.0,1,アルバニア,2020,バルカン事務所,,250百万円,252百万円,,250000000,252000000,,2014年5月,2017年5月,2014年5月,2017年5月,36,36,高い,,中程度,中程度,中程度,101%,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1200072_4_f.pdf,技協,環境問題,廃棄物量削減・3R促進支援プロジェクト,廃棄物量,1
1249,1249,1249.0,1249.0,1,アルメニア,2012,三州技術コンサルタント株式会社,川畑安弘,"5,838百万円","5,368百万円",0百万円,5838000000,5368000000,0,1999年2月,2003年12月,1999年2月,2010年10月,59,141,高い,,高い,高い,中程度,92%,239%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_ARM-P1_4_f.pdf,有償,電力,送配電網整備事業,送配電網,1
2161,2161,2161.0,2161.0,1,アルメニア,2013,Value Frontier 株式会社,石森康一郎,881百万円,781百万円,1.8百万円,881000000,781000000,1800000,2009年2月,2010年11月,2009年2月,2010年8月,22,19,高い,,高い,高い,高い,89%,,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0867940_4_f.pdf,無償,公益事業一般,エレバン市消防機材整備計画,エレバン,1
1248,1248,1248.0,1248.0,1,アルメニア,2015,オクタヴィアジャパン株式会社,稲澤健一,"38,444百万円","33,720百万円","6,402百万円",38444000000,33720000000,6402000000,2005年3月,2012年5月,2005年3月,2012年4月,87,86,高い,,中程度,中程度,高い,88%,99%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_ARM-P2_4_f.pdf,有償,電力,エレバン・コジェネレーション火力複合発電所建設事業,エレバン,1
31,31,31.0,31.0,1,アルメニア,2018,ウズベキスタン事務所,,200百万円,222百万円,,200000000,222000000,,2013年3月,2016年2月,2013年3月,2016年2月,36,36,高い,,高い,高い,中程度,111%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1200401_4_f.pdf,技協,貿易,地方産品と地方ブランドの開発プロジェクト,地方産品,1
30,30,30.0,30.0,1,アルメニア,2020,ジョージア支所,,349百万円,341百万円,,349000000,341000000,,2014年7月,2017年7月,2014年6月,2017年6月,36,36,高い,,中程度,中程度,高い,98%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300669_4_f.pdf,技協,河川・砂防,地すべり災害対策プロジェクト,地すべり,1
29,29,29.0,29.0,2,アルメニア,2022,ジョージア支所,,260百万円,249百万円,,260000000,249000000,,2016年7月,2019年6月,2016年7月,2019年7月,36,36,高い,高い,やや低い,やや低い,非常に高い,96%,100%,高い,JICA ジョージア支所は、本事業で発行された「アルメニアのB&B リスト」の最新版パンフレットの印刷に若干の予算を提供した。,JICA ジョージア事務所は、JICA 一村一品技術協力プロジェクトの成功事例から学び、JICA 専門家の助言を得るため、2023年10月にキルギスタンへのスタディツアーを開催した。参加者は、マーケティング、プロモーション、中小企業開発の分野で活躍し、貢献しているジョージア人とアルメニア人計6名であった。,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1502665_4_f.pdf,技協,貿易,地方産品と地方ブランドの開発プロジェクトフェーズ2,地方産品,1
2160,2160,2160.0,2160.0,1,アルメニア,2022,オクタヴィアジャパン株式会社,稲澤健一,"1,540百万円","1,524百万円",,1540000000,1524000000,,2017年9月,2019年6月,2017年9月,2019年11月,22,27,非常に高い,非常に高い,非常に高い,非常に高い,高い,99%,123%,非常に高い,本事業ではコンサルティング・サービスの一環として、消防車メーカーによる初期操作指導、消防車とはしご車の運用技術、消防・救助活動に係る運用指導、消防車及びはしご車を活用した消防・救助活動に係るマニュアルの改訂等を柱とするソフトコンポーネント研修が実施された。ロリ地方、シラク地方、シュニク地方の消防署にとっては日本製の車両導入は初めてであったため、その運用や維持管理を円滑に行うためには必要な研修であった。これは、事業環境への適合を目指した対応といえ、実施機関への必要なサポートが行われたといえる。,特になし。,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1760250_4_f.pdf,無償,行政一般、都市計画・土地造成,消防機材整備計画,消防機材,1
2653,2653,2653.0,0.0,1,アンゴラ,2010,南アフリカ共和国事務所(アンゴラフィールドオフィス),,432百万円,344百万円,,432000000,344000000,,2006年7月,,2006年7月,2008年3月,,21,高い,,中程度,中程度,中程度,80%,131%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0604900_4_f.pdf,無償,水資源開発,ルアンダ近郊諸州緊急地方給水計画,ルアンダ,1
2650,2650,2650.0,0.0,1,アンゴラ,2013,株式会社日本経済研究所,川畑雅之,"3,932百万円","1,932百万円",,3932000000,1932000000,,2008年5月,2010年3月,2008年5月,2010年7月,23,27,高い,,高い,高い,中程度,88%,117%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0800700_4_f.pdf,無償,港湾,緊急港湾改修計画,緊急港湾,1
2654,2654,2654.0,0.0,1,アンゴラ,2014,(株)タックインターナショナル,芹澤明美,263百万円,239百万円,,263000000,239000000,,2005年4月,2006年4月,2005年4月,2006年4月,13,13,高い,,高い,測定不能,中程度,91%,100%,評価対象外,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0415300_4_f.pdf,無償,保健・医療,マラリア対策計画（第1期）,マラリア,2
2655,2655,2655.0,1.0,2,アンゴラ,2014,(株)タックインターナショナル,芹澤明美,180百万円,179百万円,,180000000,179000000,,2006年4月,2007年4月,2006年4月,2007年8月,13,17,高い,,高い,測定不能,中程度,99%,131%,評価対象外,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0415300_4_f.pdf,無償,保健・医療,マラリア対策計画（第1期）,マラリア,1
2651,2651,2651.0,0.0,1,アンゴラ,2014,株式会社タックインターナショナル,芹澤明美,263百万円,239百万円,,263000000,239000000,,2005年4月,2006年4月,2005年4月,2006年4月,13,13,高い,,高い,測定不能,中程度,91%,100%,評価対象外,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0515000_4_f.pdf,無償,保健・医療,マラリア対策計画（第2期）,マラリア,2
2652,2652,2652.0,1.0,2,アンゴラ,2014,株式会社タックインターナショナル,芹澤明美,180百万円,179百万円,,180000000,179000000,,2006年4月,2007年4月,2006年4月,2007年8月,13,17,高い,,高い,測定不能,中程度,99%,131%,評価対象外,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0515000_4_f.pdf,無償,保健・医療,マラリア対策計画（第2期）,マラリア,1
2648,2648,2648.0,0.0,1,アンゴラ,2016,南アフリカ事務所,,844百万円,778.4百万円,,844000000,778400000,,2010年8月30日,,2010年8月30日,2013年3月1日,20,30,高い,,中程度,中程度,中程度,92%,152%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1060450_4_f.pdf,無償,保健・医療,ヴィアナ職業訓練センター整備計画,ヴィアナ,4
